"sample_id","sample","filter_id","filter","raw_n_panel_b","spec","coef_conv","se_conv","pv_conv","coef_bc","se_robust","pv_robust","h_left","h_right","obs_h","error"
"panel_b_ex2","ex_super=f & ex_super2=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1173,"msetwo_fe",0.0245355570381811,0.0570878312856772,0.66735123645451,0.0248615791272524,0.0649325816904618,0.701806545783638,0.161335092651415,0.0759214526327967,439,""
"panel_b_ex2","ex_super=f & ex_super2=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1173,"twomse_fe",0.0219622175647855,0.0338065633594283,0.515922462201726,0.0215982159432118,0.0453675469292647,0.634023129002933,0.32267018530283,0.151842905265593,635,""
"panel_b_ex2","ex_super=f & ex_super2=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1173,"h020_010_fe",0.0184057486837112,0.0498707376669689,0.712076213997767,0.0407334694687143,0.064082683984818,0.525011577840668,0.2,0.1,492,""
"panel_b_ex2","ex_super=f & ex_super2=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1173,"h030_015_fe",0.0228971824186839,0.0348443867248404,0.511099349654559,0.0236584071557071,0.0464219597077188,0.610304908533081,0.3,0.15,620,""
"panel_b_ex2","ex_super=f & ex_super2=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1173,"h040_020_fe",0.0151896890926245,0.0291752574465544,0.602620371751578,0.0350838286441083,0.0395420401138308,0.374942228167438,0.4,0.2,671,""
"panel_b_ex2","ex_super=f & ex_super2=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1173,"msetwo_no_fe",-0.0289450530602246,0.051434391340703,0.573600506320217,-0.0385406687924571,0.0597019691138511,0.518570147704129,0.192640007820697,0.0754753885930418,459,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","baseline","baseline",1059,"msetwo_fe",0.00122118451773409,0.0589019220162848,0.983459037654539,-0.0118215598245602,0.066306538937389,0.858497991415551,0.147833874100795,0.0748991129863708,369,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","baseline","baseline",1059,"twomse_fe",0.0132367535905647,0.0357731505580378,0.711368162941234,-0.00795984540964258,0.046391021185948,0.863766477898135,0.295667748201591,0.149798225972742,559,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","baseline","baseline",1059,"h020_010_fe",-0.00493976090165503,0.0493012833331891,0.920189212438596,-0.0148285882993239,0.0621564652966517,0.81144002346496,0.2,0.1,446,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","baseline","baseline",1059,"h030_015_fe",0.0131852366187969,0.0355677561792914,0.71085534816921,-0.00798645996842103,0.0462031251357767,0.8627650845247,0.3,0.15,559,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","baseline","baseline",1059,"h040_020_fe",0.00780837022618629,0.0306157155546059,0.798688720291027,0.0139322848046199,0.040374938887331,0.730039797950071,0.4,0.2,603,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","baseline","baseline",1059,"msetwo_no_fe",-0.0737243438595218,0.0530060307074272,0.164265733047122,-0.0963297979794883,0.0607355846616782,0.112727504946459,0.176895860176605,0.0745843738687563,407,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_row_av365365_ltm0_or_exltm0","drop row av365=365 & (ltm=0 or ex_q_ltm=0)",1053,"msetwo_fe",0.00154333807085404,0.0593560781316724,0.979256262898394,-0.011196938513742,0.0668722401434917,0.86702561142407,0.147736412885089,0.0749551245196838,368,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_row_av365365_ltm0_or_exltm0","drop row av365=365 & (ltm=0 or ex_q_ltm=0)",1053,"twomse_fe",0.0131133104642756,0.0357437169093274,0.713715717845251,-0.0074028246398968,0.0463421298342449,0.873083632214493,0.295472825770179,0.149910249039368,558,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_row_av365365_ltm0_or_exltm0","drop row av365=365 & (ltm=0 or ex_q_ltm=0)",1053,"h020_010_fe",-0.00472722278026833,0.0494940794202279,0.923909053591374,-0.0144436021141909,0.0624233906407728,0.817018630827377,0.2,0.1,445,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_row_av365365_ltm0_or_exltm0","drop row av365=365 & (ltm=0 or ex_q_ltm=0)",1053,"h030_015_fe",0.0130508794470581,0.0355359086777276,0.713425893267231,-0.00748173743697359,0.0461532231915553,0.871221988295873,0.3,0.15,558,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_row_av365365_ltm0_or_exltm0","drop row av365=365 & (ltm=0 or ex_q_ltm=0)",1053,"h040_020_fe",0.00752094604939838,0.0305567717411971,0.805581402503024,0.0141321907523023,0.0402676811778017,0.725621238306731,0.4,0.2,602,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_row_av365365_ltm0_or_exltm0","drop row av365=365 & (ltm=0 or ex_q_ltm=0)",1053,"msetwo_no_fe",-0.0741085033944177,0.0533002653194313,0.164408502755013,-0.0968929105701606,0.0610861028993644,0.112700874647215,0.176658833179816,0.074578042896693,406,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1053,"msetwo_fe",0.00154333807085404,0.0593560781316724,0.979256262898394,-0.011196938513742,0.0668722401434917,0.86702561142407,0.147736412885089,0.0749551245196838,368,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1053,"twomse_fe",0.0131133104642756,0.0357437169093274,0.713715717845251,-0.0074028246398968,0.0463421298342449,0.873083632214493,0.295472825770179,0.149910249039368,558,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1053,"h020_010_fe",-0.00472722278026833,0.0494940794202279,0.923909053591374,-0.0144436021141909,0.0624233906407728,0.817018630827377,0.2,0.1,445,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1053,"h030_015_fe",0.0130508794470581,0.0355359086777276,0.713425893267231,-0.00748173743697359,0.0461532231915553,0.871221988295873,0.3,0.15,558,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1053,"h040_020_fe",0.00752094604939838,0.0305567717411971,0.805581402503024,0.0141321907523023,0.0402676811778017,0.725621238306731,0.4,0.2,602,""
"panel_b_ex2_verified","ex_super=f & ex_super2=t & host_identity_verified=t","drop_sum_av365730_ltm0_or_exltm0","drop quarter-sum av365=730 & (ltm=0 or ex_q_ltm=0)",1053,"msetwo_no_fe",-0.0741085033944177,0.0533002653194313,0.164408502755013,-0.0968929105701606,0.0610861028993644,0.112700874647215,0.176658833179816,0.074578042896693,406,""
