"review_min","price_trim","change_trim","panel","raw_n","coef","se","p","h_left","h_right","obs_h","error"
10,0.01,0.01,"C",20861,-0.0293718282148805,0.0125777310136989,0.0195316851143934,0.323292982251467,0.0887616444227446,7302,NA
15,0,0,"A",10637,-0.0163025350247781,0.0349253590301515,0.640655730627269,0.0965968394492024,0.123257840197985,3015,NA
15,0,0,"B",8474,-0.0684914430698059,0.0366949655855056,0.0619703401534114,0.279416801967635,0.0625283222207617,3996,NA
15,0,0,"C",19111,-0.0505387129511805,0.0186510671197521,0.00673450001039488,0.232255474148371,0.082255971417884,5613,NA
15,0.01,0,"A",10275,-0.0172588787203907,0.035857878401944,0.630293748024333,0.100736842527991,0.113870889551376,2663,NA
15,0.01,0,"B",8090,-0.0691859264072053,0.0360570949256939,0.0550111503566481,0.219515507154675,0.0916428682103157,3492,NA
15,0.01,0,"C",18365,-0.0428257883725219,0.0160421768378444,0.00759473921809871,0.274926234935352,0.091474822207495,6134,NA
15,0,0.01,"A",10432,-0.0360928842370535,0.028601845316227,0.206982058860171,0.121451327339641,0.126037251315823,3182,NA
15,0,0.01,"B",8290,-0.057301916322644,0.0323109378650965,0.0761537418674761,0.221868419121149,0.0880180083716159,3563,NA
15,0,0.01,"C",18722,-0.0438679823002567,0.0141646216357305,0.00195482932554082,0.283957298057003,0.0880248663168463,6255,NA
15,0.01,0.01,"A",10066,-0.0465271646264367,0.0316630062085908,0.141711115190502,0.107107440994008,0.110127118184938,2503,NA
15,0.01,0.01,"B",7927,-0.0489064940906232,0.0308114884656486,0.112448988069034,0.21126220895758,0.079533191593388,3272,NA
15,0.01,0.01,"C",17993,-0.0379027022604227,0.0127793202623353,0.00301758960580313,0.3132391228345,0.0921205347857825,6219,NA
20,0,0,"A",9577,-0.0222319469378072,0.0351221539637741,0.526740643683969,0.0980745152853406,0.113361007654725,2491,NA
20,0,0,"B",7230,-0.103343908448693,0.0341818847217085,0.00249990334759299,0.299686960630646,0.108248890995257,3753,NA
20,0,0,"C",16807,-0.0648716999987084,0.0168622717383922,0.000119499486373546,0.32924752610077,0.081387570726806,5539,NA
20,0.01,0,"A",9251,-0.0249003482717731,0.0363490151570431,0.493321823536364,0.0999453267998316,0.104738425513233,2154,NA
20,0.01,0,"B",6912,-0.105853063095178,0.0349098524138491,0.00242791914407275,0.278139454866101,0.0920173448013829,3394,NA
20,0.01,0,"C",16163,-0.0640438314434291,0.0181034663655072,0.000403696052268233,0.254141738536403,0.0845299157568969,5210,NA
20,0,0.01,"A",9387,-0.0439705557977589,0.0286634893971944,0.125023103692887,0.131918310818493,0.10584247606434,2234,NA
20,0,0.01,"B",7077,-0.0760470282095417,0.0321492189312225,0.0180086916781697,0.253382595925134,0.0859388159954621,3340,NA
20,0,0.01,"C",16464,-0.054823033077046,0.0164825242212924,0.000880605635889245,0.219210399394192,0.0863673415056742,4983,NA
20,0.01,0.01,"A",9062,-0.0536364416383215,0.0296401512805887,0.0703598092239888,0.137089320721474,0.0959428244974136,1924,NA
20,0.01,0.01,"B",6769,-0.0853894721649248,0.0303139921166519,0.00484996429330681,0.249678114142474,0.0844557937259913,2992,NA
20,0.01,0.01,"C",15831,-0.058457924407424,0.0167677080017311,0.00048967894116702,0.2073257398869,0.0836446569175124,4700,NA
25,0,0,"A",8732,-0.0380475580219455,0.0378875857430954,0.315271481714086,0.0988262131324717,0.087852112274205,1742,NA
25,0,0,"B",6344,-0.125567434181969,0.0347689048068508,0.000304446804702665,0.372813905002731,0.104079846778376,3459,NA
25,0,0,"C",15076,-0.0817898390076584,0.0193001342963974,2.2573476871795e-05,0.268917181165478,0.0762253429837706,4628,NA
25,0.01,0,"A",8437,-0.0354192532711676,0.0378171495906205,0.348968284948957,0.100074815929859,0.0983182007609615,1846,NA
25,0.01,0,"B",6070,-0.150975158306303,0.0381664290867219,7.63090788973592e-05,0.26884594860521,0.0938155866503955,2951,NA
25,0.01,0,"C",14507,-0.081422095639988,0.0201814516762881,5.47183569817912e-05,0.225161852524077,0.0786924307667717,4180,NA
25,0,0.01,"A",8544,-0.0503312796422036,0.0296620716853694,0.0897301661246136,0.133463741413184,0.0989456412489194,1926,NA
25,0,0.01,"B",6221,-0.114575178460288,0.0360173224746459,0.00146710311980967,0.266225493955624,0.0850012573467192,2989,NA
25,0,0.01,"C",14765,-0.0714200723094379,0.0169627196534347,2.54903144031202e-05,0.251570845180071,0.0823976429576893,4560,NA
25,0.01,0.01,"A",8259,-0.0588910663486013,0.0305196066602081,0.0536546582129114,0.142440636992736,0.0884809708055702,1693,NA
25,0.01,0.01,"B",5952,-0.119404059515103,0.0346742528454084,0.000574036366305071,0.245002551282852,0.0868025283007358,2654,NA
25,0.01,0.01,"C",14211,-0.072144224080802,0.0183634893597066,8.54143598910926e-05,0.205300710693272,0.0798491735002735,4013,NA
30,0,0,"A",7971,-0.0296305750545294,0.0413553945574074,0.473691102661638,0.100435405128051,0.0849185455325014,1573,NA
30,0,0,"B",5644,-0.134820423468813,0.0403019162885599,0.000822052123210032,0.290082708573108,0.0921181655144136,2819,NA
30,0,0,"C",13615,-0.0749102462841112,0.0197695498433759,0.00015114957397616,0.269348193375955,0.0825199891597754,4205,NA
30,0.01,0,"A",7704,-0.0234332135042069,0.0410042286147424,0.567672381190937,0.100203400473264,0.0991847148388687,1708,NA
30,0.01,0,"B",5401,-0.129932110155933,0.0361307974911286,0.000322949845015847,0.358908075811793,0.0988383834152339,2886,NA
30,0.01,0,"C",13105,-0.0771157099298386,0.0211826940992963,0.000272103516493461,0.236445911160055,0.0830043423554696,3804,NA
30,0,0.01,"A",7804,-0.0397572465668906,0.032685534877751,0.22384933630526,0.144326765631906,0.0788733852107463,1408,NA
30,0,0.01,"B",5534,-0.0962248155236463,0.033081124514264,0.00362873594022203,0.332976311560375,0.0948850498580188,2862,NA
30,0,0.01,"C",13338,-0.0661371226602554,0.0170105182386581,0.000101068052923013,0.273804395129022,0.0841009829231598,4336,NA
30,0.01,0.01,"A",7541,-0.0515559891536414,0.0334548596523903,0.123301870076626,0.13553472085411,0.0887076883546801,1546,NA
30,0.01,0.01,"B",5293,-0.115892300823593,0.0345530164215873,0.000796400026330094,0.286653197981141,0.0919945428322803,2619,NA
30,0.01,0.01,"C",12834,-0.0735808131502535,0.0186768749279356,8.15921407791829e-05,0.242027064599622,0.0816599471238049,3724,NA
35,0,0,"A",7325,0.0167962050769782,0.0460231429418359,0.715147771997425,0.0992772792569786,0.0680036920679495,1120,NA
35,0,0,"B",5043,-0.123907082342188,0.038719510465247,0.00137370349526652,0.270813047039857,0.0897140215153867,2450,NA
35,0,0,"C",12368,-0.0611806747377583,0.020111126091087,0.0023490984599497,0.271676574561785,0.0769791788420634,3767,NA
35,0.01,0,"A",7088,0.0122220463038433,0.044946451908395,0.785679989697094,0.100780913177444,0.0946878901483827,1484,NA
35,0.01,0,"B",4829,-0.129372473184516,0.03629768855651,0.000364957959031257,0.274855289728541,0.100794731682101,2398,NA
35,0.01,0,"C",11917,-0.0661351173303709,0.0214312502213527,0.00202923613390004,0.245144434851032,0.0820923439520042,3460,NA
35,0,0.01,"A",7173,-0.00338749345061885,0.0407574814101231,0.933761359441662,0.107395972532673,0.0543272969650985,973,NA
35,0,0.01,"B",4940,-0.104514157812735,0.035723053295714,0.00343706279467012,0.28275950408141,0.0864533525841969,2430,NA
35,0,0.01,"C",12113,-0.0584913978823672,0.0185061061061267,0.0015741537862353,0.266435879586913,0.0787091426797969,3704,NA
35,0.01,0.01,"A",6941,-0.0156277114750684,0.0403926897316868,0.698834276816668,0.109916039872552,0.0732785225114093,1153,NA
35,0.01,0.01,"B",4732,-0.107728504499946,0.0320785170606394,0.000784303430405577,0.339290091901261,0.0868147542217328,2461,NA
35,0.01,0.01,"C",11673,-0.0684976913028681,0.0197450417628669,0.000522188609571015,0.236270747149176,0.0777604429098302,3332,NA
40,0,0,"A",6784,0.0384710154643564,0.0484856157636391,0.427514444554388,0.104779064519412,0.0641876063472535,1019,NA
40,0,0,"B",4582,-0.123128698030567,0.0421533837051742,0.00348945317601195,0.261889420342926,0.0894881750812922,2215,NA
40,0,0,"C",11366,-0.0551729540912356,0.020493093003686,0.00709673147413039,0.28495068008305,0.0772418301776933,3498,NA
40,0.01,0,"A",6565,0.0390108352680263,0.0495232271064489,0.430855792831071,0.105848513782544,0.0748843953843761,1116,NA
40,0.01,0,"B",4386,-0.129279957355532,0.0392150779066363,0.00097831398436901,0.265592949695702,0.101032689900747,2147,NA
40,0.01,0,"C",10951,-0.0603943940001648,0.0212856270142113,0.00454922583212842,0.267068059217244,0.0814095686385361,3359,NA
40,0,0.01,"A",6640,0.0197366444063481,0.0429197335549093,0.64562380882945,0.110140423154868,0.0559134261864169,925,NA
40,0,0.01,"B",4489,-0.11121896037774,0.0398892402451474,0.00530027109839436,0.253933753904411,0.0872850449664479,2141,NA
40,0,0.01,"C",11129,-0.0546739998662408,0.0185303637179191,0.00317251081753413,0.280647517200741,0.079380309953718,3451,NA
40,0.01,0.01,"A",6427,0.0189065859463875,0.0429862244650906,0.660060998739739,0.109742013927264,0.0723015952346268,1069,NA
40,0.01,0.01,"B",4298,-0.125234838024323,0.0391963984919676,0.00139801859016251,0.240826373234808,0.0883332332771825,1909,NA
40,0.01,0.01,"C",10725,-0.0624478896924119,0.0196186721027367,0.00145715118106326,0.254066301137203,0.0810524919221498,3265,NA
